#{"t_start": 1603649856.0389018, "env_id": "CarlaGymEnv-v5522"}
r,l,t
35.255651,8,31.447132
-18.147873,15,68.431484
-45.299461,15,104.395738
2.473606,5,113.970587
-25.960045,11,138.448359
-19.20578,11,163.618808
-19.656084,5,173.904107
-78.402381,10,197.59865
-6.82323,2,200.476612
-3.296255,4,207.934742
-18.22806,13,237.816216
-51.008988,15,273.427076
-5.156366,2,276.461283
-24.773727,7,290.748444
-4.883407,9,309.45171
-23.449859,5,318.854638
-38.913556,10,341.433572
-15.781964,13,370.050053
-30,3,375.18436
-4.21958,4,382.222426
-4.132725,14,411.730585
-9.980027,3,417.126284
12.509275,6,428.757204
-20.195102,5,439.743005
-3.000222,15,476.523479
-8.682395,15,512.691861
4.271246,13,540.962447
-28.00676,7,556.246531
-58.31413,11,581.528297
-26.301675,5,592.24385
-5.895346,8,609.297553
-58.372905,8,627.222845
-9.771852,2,630.626995
-7.669708,5,640.695234
24.52034,7,655.100529
-2.384577,5,664.86492
-22.354564,15,702.146587
20.318866,14,733.413912
-8.838959,3,739.059147
-9.182224,2,742.012466
-9.86267,2,745.278217
53.195348,14,775.96783
-1.93632,4,784.216847
-2.224676,2,787.874559
-10.181601,10,810.203341
-17.032702,5,821.013397
-8.658688,4,828.500876
-9.947728,2,831.758751
-2.632223,5,841.1953
-7.050799,3,847.400331
-28.14019,15,883.241615
-27.735094,9,903.294778
-14.550375,8,921.580913
-35.714734,8,939.713362
-9.865661,5,949.929123
-49.914024,6,962.629524
-0.971667,4,970.448001
-17.185865,8,988.414617
-19.616157,4,996.408142
-41.273783,10,1017.389643
-8.60904,4,1024.845307
-14.893555,15,1060.486281
-7.558516,5,1070.815983
1.555295,8,1088.351023
0.760871,12,1114.091707
-16.672621,5,1123.703416
-19.882113,15,1160.851261
-8.919453,10,1183.567428
-9.247559,2,1186.272759
9.257506,4,1193.850566
-30,3,1199.785746
-14.165999,4,1208.151409
3.112707,6,1221.134328
-3.26731,2,1224.296532
37.634962,12,1252.123616
-39.930742,9,1273.559669
-14.252296,13,1304.058676
-6.635501,4,1311.504075
-2.205134,2,1314.896542
-19.899329,3,1320.668289
62.890529,14,1351.997771
16.461486,14,1382.652488
-50,5,1392.951346
-13.952763,15,1427.936732
-19.873627,4,1435.895718
-28.346371,14,1468.029461
-17.960465,8,1485.088453
-26.883026,4,1492.827717
-18.72037,13,1522.099981
-7.232881,8,1539.822003
-26.462956,15,1576.566863
-16.074334,7,1591.402671
-39.553698,7,1606.46237
-7.552461,10,1629.430576
-20,2,1632.092465
-9.133116,13,1662.646619
-29.50831,5,1673.13075
0.222909,15,1709.132112
1.2633,10,1732.248231
-9.495273,2,1734.934289
-10.883276,14,1765.426549
-2.685142,11,1789.115629
-23.953063,8,1806.345672
-9.883964,4,1814.475577
58.033232,14,1844.402734
-8.723482,3,1850.021017
-16.550536,12,1877.44313
-9.600522,3,1883.066569
-21.865949,9,1903.179807
-7.795396,11,1928.113377
-33.511726,14,1960.194512
7.60011,11,1982.504072
3.557464,15,2018.343719
-17.143926,14,2049.597646
-37.143302,15,2085.236698
-44.697549,9,2105.177001
-9.774607,5,2116.197613
-33.876819,11,2143.524313
8.590929,6,2155.724469
-2.287326,3,2161.553363
-43.745948,11,2186.560132
-17.953721,4,2194.746251
-9.552005,5,2205.259302
-8.844995,3,2210.427474
-17.765599,8,2227.860008
86.646707,13,2256.083524
-7.674213,7,2270.832127
11.284629,14,2304.179526
-5.244055,4,2311.980047
-9.693111,14,2342.475487
-59.31315,15,2380.453753
-30,3,2385.630097
65.603314,9,2403.04392
-46.365014,10,2425.334124
-17.038219,4,2432.826029
-9.979425,2,2435.648391
-2.006005,7,2450.47999
-26.715272,15,2486.705728
-4.121639,15,2522.638981
-19.971945,3,2528.292701
-9.987442,3,2534.105332
-23.176143,14,2567.693305
-6.327186,5,2578.3024
-16.696501,6,2590.577666
-29.56009,6,2603.520958
-9.921668,2,2606.587935
-9.843426,4,2615.54593
-23.941981,14,2648.666407
-2.58046,4,2656.990188
-5.370193,5,2667.831828
-17.544951,6,2680.052043
-3.66649,2,2682.970393
-19.682388,6,2696.128631
-8.372391,2,2698.783245
-9.878417,2,2702.140272
-5.125213,5,2712.394481
-22.942724,10,2733.888919
9.407986,10,2754.511926
-35.934199,9,2773.870018
-26.989968,4,2781.516831
-17.792838,3,2786.713265
-29.980207,5,2797.82136
-29.801043,8,2816.210471
7.942307,7,2829.882039
4.686223,4,2837.142357
-4.611391,3,2842.924515
-27.278604,8,2859.896875
-32.056743,15,2895.536972
-58.834928,15,2932.372635
-9.519478,5,2942.860723
-41.860739,15,2978.880399
19.817978,14,3011.148814
-5.471779,14,3042.06537
-4.892876,14,3074.956631
-29.963955,7,3091.039949
-15.797291,10,3113.504766
-9.882838,5,3124.919956
101.42392,14,3156.118954
-8.508769,12,3184.181865
41.805028,10,3204.795057
1.054331,9,3224.061042
-19.135702,4,3232.25816
-7.200492,7,3246.981455
-7.61083,9,3266.570325
-30,3,3271.730302
-4.004886,2,3275.11823
-9.866754,7,3290.953946
21.921124,15,3326.214133
-9.938927,2,3329.251744
63.3403,14,3361.562471
-16.930402,3,3366.396301
-15.066376,5,3376.639437
-19.967704,6,3390.115317
-6.856419,6,3402.485575
-0.648046,4,3409.533998
-29.971357,5,3420.564821
-19.596944,7,3436.250985
-9.949336,2,3439.473985
4.562589,4,3446.829331
38.714342,11,3469.894525
-3.131667,10,3491.683318
-56.864839,13,3524.469634
6.998313,4,3531.05861
-9.506255,3,3537.132081
-15.161816,4,3543.919299
-26.126965,9,3563.904411
-14.648501,6,3576.731263
-57.944237,14,3606.477433
-29.582812,5,3616.146843
23.083867,15,3650.953823
-9.987818,2,3654.136258
-14.678926,5,3663.795371
-21.864829,14,3696.213502
-6.921978,8,3713.805136
-4.876266,3,3718.947326
-9.087557,2,3722.137617
106.84434,14,3751.777496
1.579978,3,3756.752393
-4.159715,3,3762.046135
-9.365633,2,3765.176589
-0.376437,11,3788.372105
80.725418,14,3819.371698
-9.710015,2,3822.305079
-30.929245,15,3857.456496
-69.706133,14,3890.454095
-16.453846,4,3898.180805
5.108116,8,3914.540924
-3.220102,4,3921.685692
-3.03037,5,3932.140963
77.070396,13,3960.989108
-8.340226,11,3984.635628
-9.616866,4,3992.818556
2.978261,15,4028.709269
-8.079492,3,4034.043762
-39.723983,9,4054.801085
-20,2,4057.694618
-41.138961,13,4087.21136
-16.168344,15,4122.402311
-1.286117,8,4138.811581
-16.858247,5,4148.083213
-29.75687,7,4163.519004
-19.871549,9,4184.788508
-9.894819,3,4190.211679
-9.039224,2,4193.078488
-66.329485,14,4226.901772
-5.602391,8,4244.687439
-15.421796,4,4251.986707
-4.459294,3,4256.762013
-1.195113,2,4259.790584
-3.185669,9,4277.994172
58.257647,13,4304.155095
52.613683,14,4333.12512
-6.32871,15,4369.331702
-9.86038,2,4372.415939
-79.977186,10,4395.434337
-18.54007,5,4405.365677
8.733736,8,4422.476108
-9.779115,3,4428.362003
-8.408043,14,4459.255108
-2.616634,15,4496.592388
-7.254131,2,4500.116781
-19.734454,5,4510.862608
-17.374578,8,4528.226174
-9.90237,3,4534.196027
-9.921301,2,4536.934514
-9.176811,3,4542.451142
-59.340879,15,4579.648459
19.641174,15,4614.581669
-20,2,4617.475574
-9.712011,5,4628.359337
-20,2,4631.456213
-31.660612,11,4657.180518
-20.804299,11,4683.823221
30.980207,14,4714.361863
-29.903522,5,4724.993591
-38.27872,10,4748.425966
-5.126658,7,4763.298712
-8.652376,2,4766.65081
-3.909335,15,4803.956787
4.490761,4,4811.345117
-9.958409,2,4814.38485
7.819421,4,4822.442763
-14.222706,5,4833.416956
-5.285583,2,4836.525143
-9.545537,2,4839.549848
-8.264197,8,4855.544796
-59.457732,15,4895.093846
-5.741057,5,4904.636214
-9.27044,3,4909.987165
-49.04917,10,4932.887005
2.524528,3,4937.966087
-11.251983,15,4974.732145
-69.830334,13,5008.014753
-1.976143,14,5040.017083
-29.960933,7,5056.337272
-38.859927,15,5093.740891
-9.903053,3,5100.077399
5.069892,3,5105.498709
-19.900128,4,5113.689032
-1.215505,4,5121.963814
-9.867757,4,5129.553985
-6.475682,3,5134.93767
-5.981979,5,5145.080449
-9.098838,11,5171.867068
-16.943601,6,5185.239004
-34.446346,15,5223.725934
-8.07778,4,5231.347085
-6.851153,10,5253.171917
-13.952338,11,5278.199264
-25.608373,6,5290.940352
24.151213,15,5325.170168
